Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
sample5431_S74_L001_R2_001	93.9981353987378	51.0	250.09825014343087	251	36.36363636363637	0.13943999999999998
sample5432_S75_L001_R1_001	54.95145631067962	52.0	244.56504854368933	251	36.36363636363637	0.0005149999999999999
sample5432_S75_L001_R2_001	36.50485436893204	51.0	244.65825242718446	251	36.36363636363637	0.0005149999999999999
sample5926_S101_L001_R1_001	91.43468777113759	56.0	250.1349464414586	251	36.36363636363637	0.12332299999999999
sample5926_S101_L001_R2_001	82.2628382377983	55.0	250.88400379491256	251	27.27272727272727	0.12332299999999999
sample5927_S102_L001_R1_001	90.48270268231033	56.0	250.02097559135322	251	36.36363636363637	0.106028
sample5927_S102_L001_R2_001	82.3914437695703	54.0	250.77786999660466	251	27.27272727272727	0.106028
sample5928_S103_L001_R1_001	90.69389441166697	56.0	249.97974083353537	251	36.36363636363637	0.111357
sample5928_S103_L001_R2_001	83.97406539328466	55.0	250.64274360839462	251	45.45454545454545	0.111357
sample5929_S104_L001_R1_001	90.89201720480594	55.0	244.41718300648114	251	36.36363636363637	0.119269
sample5929_S104_L001_R2_001	85.12102893459323	55.0	245.25186762696092	251	45.45454545454545	0.119269
sample5930_S105_L001_R1_001	90.91400320985862	55.0	250.2349406821353	251	36.36363636363637	0.12399299999999999
sample5930_S105_L001_R2_001	86.18551047236538	54.0	250.8259014621793	251	45.45454545454545	0.12399299999999999
sample6076_S81_L001_R1_001	96.4439230870193	52.0	250.49580817692612	251	36.36363636363637	0.121904
sample6076_S81_L001_R2_001	93.34968499803124	52.0	250.80657730673317	251	36.36363636363637	0.121904
sample6077_S82_L001_R1_001	96.07582102711042	54.0	250.6043288516641	251	36.36363636363637	0.113425
sample6077_S82_L001_R2_001	94.34780692087283	53.0	250.73154066563808	251	36.36363636363637	0.113425
sample6078_S83_L001_R1_001	96.26476242790442	53.0	250.59295065458207	251	36.36363636363637	0.10923
sample6078_S83_L001_R2_001	94.30376270255424	53.0	250.63033049528516	251	36.36363636363637	0.10923
sample6079_S84_L001_R1_001	96.23572524288393	53.0	250.36407874552583	251	36.36363636363637	0.11734
sample6079_S84_L001_R2_001	94.01653315152548	53.0	250.14242372592466	251	36.36363636363637	0.11734
sample6080_S85_L001_R1_001	96.26741945602008	53.0	250.6768382847157	251	36.36363636363637	0.11158499999999999
sample6080_S85_L001_R2_001	93.00353990231662	52.0	250.5709100685576	251	36.36363636363637	0.11158499999999999
sample6285_S140_L001_R1_001	95.08007391438251	55.0	245.97251308900525	251	36.36363636363637	0.038964
sample6285_S140_L001_R2_001	86.00503028436506	54.0	246.198234267529	251	36.36363636363637	0.038964
sample6286_S141_L001_R1_001	89.95957506815832	55.0	227.48096267744666	251	36.36363636363637	0.010636999999999999
sample6286_S141_L001_R2_001	80.5772304221115	54.0	228.11657422205508	251	45.45454545454545	0.010636999999999999
sample6287_S142_L001_R1_001	90.10388611004232	55.0	184.4156983455175	251	54.54545454545454	0.012995
sample6287_S142_L001_R2_001	81.00038476337053	55.0	185.95236629472873	251	63.63636363636363	0.012995
sample6288_S143_L001_R1_001	92.43082838752821	55.0	231.57130318481987	251	36.36363636363637	0.023926
sample6288_S143_L001_R2_001	82.39154058346568	54.0	232.22168352419962	251	45.45454545454545	0.023926
sample6289_S144_L001_R1_001	94.13917924106235	54.0	119.236791800545	37	63.63636363636363	0.024586999999999998
sample6289_S144_L001_R2_001	88.89657135884818	54.0	122.21979094643511	37	63.63636363636363	0.024586999999999998
sample6290_S145_L001_R1_001	96.65235289548728	55.0	226.77029171243746	251	36.36363636363637	0.090123
sample6290_S145_L001_R2_001	90.37093749653252	54.0	226.60359730590415	251	36.36363636363637	0.090123
sample6291_S146_L001_R1_001	92.8747403507077	53.0	209.36565866383268	251	36.36363636363637	0.041402
sample6291_S146_L001_R2_001	86.07555190570504	53.0	209.84498333413845	251	45.45454545454545	0.041402
sample6292_S147_L001_R1_001	95.89761790434038	55.0	249.9989143823462	251	36.36363636363637	0.047899
sample6292_S147_L001_R2_001	87.97052130524645	54.0	250.10624438923568	251	45.45454545454545	0.047899
sample6293_S148_L001_R1_001	95.88026155490913	53.0	250.01788866512518	251	36.36363636363637	0.080442
sample6293_S148_L001_R2_001	89.0169314537182	53.0	249.94071504935232	251	36.36363636363637	0.080442
sample6294_S149_L001_R1_001	95.04005691484426	54.0	248.51252745213276	251	36.36363636363637	0.064658
sample6294_S149_L001_R2_001	86.67759596646974	54.0	248.52981842927403	251	36.36363636363637	0.064658
sample6615_S140_L001_R1_001	89.90725586470268	47.0	208.07801418439718	251	45.45454545454545	0.001833
sample6615_S140_L001_R2_001	83.85160938352428	47.0	207.67703218767048	251	45.45454545454545	0.001833
sample6616_S141_L001_R1_001	91.55791847913646	41.0	63.816336394393424	47	45.45454545454545	0.006207
sample6616_S141_L001_R2_001	89.91461253423554	41.0	63.148864185596906	47	45.45454545454545	0.006207
sample6617_S142_L001_R1_001	91.32420091324201	52.0	249.93797564687975	251	45.45454545454545	0.0026279999999999997
sample6617_S142_L001_R2_001	85.84474885844749	51.0	249.5749619482496	251	36.36363636363637	0.0026279999999999997
sample6618_S143_L001_R1_001	90.57952514679602	47.0	183.62930814398774	251	45.45454545454545	0.0039169999999999995
sample6618_S143_L001_R2_001	86.9287720194026	47.0	183.78810314015828	251	36.36363636363637	0.0039169999999999995
sample6619_S144_L001_R1_001	90.19704433497537	51.0	216.88177339901478	251	45.45454545454545	0.00203
sample6619_S144_L001_R2_001	85.36945812807882	50.0	217.0103448275862	251	36.36363636363637	0.00203
sample6620_S145_L001_R1_001	97.33015421454958	47.0	249.64251286826783	251	45.45454545454545	0.097721
sample6620_S145_L001_R2_001	95.0246108820008	46.0	249.62375538522937	251	36.36363636363637	0.097721
sample6621_S146_L001_R1_001	97.34951385028477	41.0	243.73209846760574	251	45.45454545454545	0.095341
sample6621_S146_L001_R2_001	93.8599343409446	41.0	244.2779077207078	251	36.36363636363637	0.095341
sample6622_S147_L001_R1_001	96.56590380614368	54.0	250.65766736017622	251	45.45454545454545	0.040854999999999995
sample6622_S147_L001_R2_001	93.14649369722189	53.0	250.85837718761474	251	36.36363636363637	0.040854999999999995
sample6623_S148_L001_R1_001	97.05659462244991	49.0	249.9410207442885	251	45.45454545454545	0.098967
sample6623_S148_L001_R2_001	93.98486364141583	49.0	250.8587205836289	251	36.36363636363637	0.098967
sample6624_S149_L001_R1_001	97.64125068568293	44.0	247.0300118148445	251	36.36363636363637	0.09479599999999999
sample6624_S149_L001_R2_001	94.42592514452086	44.0	247.72660238828644	251	36.36363636363637	0.09479599999999999
