Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
sample5432_S75_L001_R2_001	(1.0, 56.50485436893204)	(2.0, 5.048543689320388)	(3.0, 4.077669902912621)	(4.0, 1.5533980582524272)	(5.0, 1.9417475728155338)	(6.0, 3.4951456310679614)	(7.0, 2.7184466019417477)	(8.0, 0.0)	(9.0, 0.0)	('>10', 24.660194174757283)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample5926_S101_L001_R1_001	(1.0, 6.023207349804983)	(2.0, 1.835829488416597)	(3.0, 1.1798285802323978)	(4.0, 0.8822360792390713)	(5.0, 0.6284310307079782)	(6.0, 0.5692368820090332)	(7.0, 0.5392343682849103)	(8.0, 0.3697607096810814)	(9.0, 0.29921425849192773)	('>10', 8.752625219950861)	('>50', 6.395400695733968)	('>100', 23.73523187077836)	('>500', 15.96539169497985)	('>1k', 32.82437177168898)	('>5k', 0.0)	('>10k+', 0.0)
sample5926_S101_L001_R2_001	(1.0, 13.628439139495471)	(2.0, 2.5737291502801587)	(3.0, 1.7052780097791975)	(4.0, 1.3817373888082514)	(5.0, 1.285242817641478)	(6.0, 1.1384737640180664)	(7.0, 0.9081841992166911)	(8.0, 0.8498009292670466)	(9.0, 0.7151950568831442)	('>10', 17.274149996351046)	('>50', 8.421786690236209)	('>100', 41.72376604526325)	('>500', 8.39421681275999)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample5927_S102_L001_R1_001	(1.0, 6.623722035688687)	(2.0, 2.2126230806956655)	(3.0, 1.2223186328139737)	(4.0, 0.9733278002037198)	(5.0, 0.7498019391104237)	(6.0, 0.5772060210510431)	(7.0, 0.5083562832459351)	(8.0, 0.3772588372882635)	(9.0, 0.4159278681103105)	('>10', 10.245406873656016)	('>50', 6.321914965858075)	('>100', 28.91311728977251)	('>500', 10.787716452257893)	('>1k', 30.071301920247485)	('>5k', 0.0)	('>10k+', 0.0)
sample5927_S102_L001_R2_001	(1.0, 13.327611574301129)	(2.0, 2.597427094729694)	(3.0, 1.8023540951446786)	(4.0, 1.47508205379711)	(5.0, 1.3581318142377485)	(6.0, 1.063869921152903)	(7.0, 0.8582638548307995)	(8.0, 1.0110536839325461)	(9.0, 0.8742973554155505)	('>10', 18.11125363111631)	('>50', 10.45195608707134)	('>100', 42.56894405251443)	('>500', 4.499754781755763)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample5928_S103_L001_R1_001	(1.0, 6.540226478802411)	(2.0, 1.9019908941512433)	(3.0, 1.2257873326328834)	(4.0, 0.9949980692726994)	(5.0, 0.7992313011305979)	(6.0, 0.5603599234893181)	(7.0, 0.6160367107590902)	(8.0, 0.5388076187397289)	(9.0, 0.4041057140547967)	('>10', 9.130095099544707)	('>50', 7.551388776637302)	('>100', 25.711899566259866)	('>500', 10.925222482645905)	('>1k', 33.099850031879456)	('>5k', 0.0)	('>10k+', 0.0)
sample5928_S103_L001_R2_001	(1.0, 12.455436119866734)	(2.0, 2.2378476431656744)	(3.0, 1.3631832754115143)	(4.0, 1.1458642025198236)	(5.0, 0.8396418725360776)	(6.0, 0.8405398852339772)	(7.0, 0.7229002218091364)	(8.0, 0.7471465646524242)	(9.0, 0.751636628141922)	('>10', 16.414774104905845)	('>50', 10.197832197347271)	('>100', 35.09074418312275)	('>500', 14.091615255439713)	('>1k', 3.10083784584714)	('>5k', 0.0)	('>10k+', 0.0)
sample5929_S104_L001_R1_001	(1.0, 6.355381532502159)	(2.0, 2.089394561872741)	(3.0, 1.2249620605521971)	(4.0, 0.8317333087390688)	(5.0, 0.6833292808692955)	(6.0, 0.5282177263161425)	(7.0, 0.422574181052914)	(8.0, 0.4829419212033303)	(9.0, 0.4904878887221323)	('>10', 9.624462349814285)	('>50', 6.98924280408153)	('>100', 24.14961138267278)	('>500', 12.527144522046802)	('>1k', 33.60051647955462)	('>5k', 0.0)	('>10k+', 0.0)
sample5929_S104_L001_R2_001	(1.0, 11.658519816549145)	(2.0, 2.1715617637441413)	(3.0, 1.363304798396901)	(4.0, 0.9222849189646932)	(5.0, 0.8803628771935709)	(6.0, 0.7847806219554117)	(7.0, 0.5575631555559282)	(8.0, 0.5500171880371262)	(9.0, 0.5659475639101527)	('>10', 13.932371362214827)	('>50', 10.453680336047087)	('>100', 28.093637072499977)	('>500', 20.3556666023862)	('>1k', 7.710301922544836)	('>5k', 0.0)	('>10k+', 0.0)
sample5930_S105_L001_R1_001	(1.0, 6.310840128071746)	(2.0, 2.0194688409829586)	(3.0, 1.258135539909511)	(4.0, 0.8323050494785995)	(5.0, 0.7500423410999009)	(6.0, 0.5709999758050858)	(7.0, 0.5645479986773447)	(8.0, 0.47744630745284006)	(9.0, 0.3629237134354359)	('>10', 9.86668602259805)	('>50', 6.443912156331407)	('>100', 24.63687466227932)	('>500', 13.200745203358256)	('>1k', 32.70507206051955)	('>5k', 0.0)	('>10k+', 0.0)
sample5930_S105_L001_R2_001	(1.0, 11.266765059317866)	(2.0, 1.837200487124273)	(3.0, 1.129902494495657)	(4.0, 0.7581073125095771)	(5.0, 0.5524505415628301)	(6.0, 0.4597033703515521)	(7.0, 0.4572838789286492)	(8.0, 0.4258304904309115)	(9.0, 0.32663134209189226)	('>10', 10.646568757913753)	('>50', 9.473115417805843)	('>100', 23.385997596638518)	('>500', 14.404845434822933)	('>1k', 24.875597816005744)	('>5k', 0.0)	('>10k+', 0.0)
sample6076_S81_L001_R1_001	(1.0, 2.3091941199632497)	(2.0, 0.9548497178107364)	(3.0, 0.6619963249770311)	(4.0, 0.42328389552434703)	(5.0, 0.35273657960362254)	(6.0, 0.27562672266701665)	(7.0, 0.2928533928337052)	(8.0, 0.22968893555584724)	(9.0, 0.14027431421446385)	('>10', 2.8875180469877937)	('>50', 1.5184079275495472)	('>100', 8.852047512796956)	('>500', 6.76105788161176)	('>1k', 34.54685654285339)	('>5k', 10.395885286783042)	('>10k+', 29.397722798267488)
sample6076_S81_L001_R2_001	(1.0, 5.665113531959575)	(2.0, 0.7382858642866518)	(3.0, 0.39375246095288097)	(4.0, 0.31828323927024543)	(5.0, 0.29121275757973486)	(6.0, 0.21656385352408453)	(7.0, 0.252657829111432)	(8.0, 0.24281401758760993)	(9.0, 0.3026972043575272)	('>10', 3.6454915343220895)	('>50', 1.0532878330489566)	('>100', 3.392833705210658)	('>500', 2.0311064444152778)	('>1k', 4.188541803386271)	('>5k', 13.02828455177845)	('>10k+', 64.23907336920855)
sample6077_S82_L001_R1_001	(1.0, 2.61847035486004)	(2.0, 0.9997795900374697)	(3.0, 0.6718095657923738)	(4.0, 0.4337668062596429)	(5.0, 0.29975754904121665)	(6.0, 0.3015208287414591)	(7.0, 0.24685915803394315)	(8.0, 0.23275292043200355)	(9.0, 0.19836896627727577)	('>10', 3.504518404231871)	('>50', 1.8346925281022701)	('>100', 9.091470134450077)	('>500', 8.650650209389465)	('>1k', 33.07383733744766)	('>5k', 15.3396517522592)	('>10k+', 22.502093894644037)
sample6077_S82_L001_R2_001	(1.0, 4.84196605686577)	(2.0, 0.5325104694732202)	(3.0, 0.36499889795018736)	(4.0, 0.26449195503636763)	(5.0, 0.2556755565351554)	(6.0, 0.23275292043200355)	(7.0, 0.2283447211813974)	(8.0, 0.19043420762618468)	(9.0, 0.20630372492836677)	('>10', 2.74807141282786)	('>50', 1.8981705973109984)	('>100', 2.9305708618029533)	('>500', 1.271324663874807)	('>1k', 2.377782675776945)	('>5k', 16.290059510689883)	('>10k+', 65.3665417676879)
sample6078_S83_L001_R1_001	(1.0, 2.452622905795111)	(2.0, 0.9502883823125516)	(3.0, 0.6097226036803076)	(4.0, 0.43943971436418566)	(5.0, 0.34331227684702004)	(6.0, 0.3021148036253776)	(7.0, 0.22429735420671976)	(8.0, 0.22704385242149594)	(9.0, 0.23894534468552595)	('>10', 3.7910830357960266)	('>50', 1.9042387622448045)	('>100', 9.798590130916415)	('>500', 8.496749977112515)	('>1k', 23.08157099697885)	('>5k', 21.602123958619426)	('>10k+', 25.537855900393662)
sample6078_S83_L001_R2_001	(1.0, 4.869541334798132)	(2.0, 0.5456376453355305)	(3.0, 0.3542982697061247)	(4.0, 0.2856358143367207)	(5.0, 0.21971985718209283)	(6.0, 0.20873386432298818)	(7.0, 0.2883823125514968)	(8.0, 0.20507186670328664)	(9.0, 0.1730293875308981)	('>10', 3.105373981506912)	('>50', 1.9628307241600293)	('>100', 2.475510390918246)	('>500', 2.246635539686899)	('>1k', 6.098141536208002)	('>5k', 12.551496841527051)	('>10k+', 64.40996063352559)
sample6079_S84_L001_R1_001	(1.0, 2.5149139253451507)	(2.0, 0.8897221748764275)	(3.0, 0.6212715186637123)	(4.0, 0.5045167888188171)	(5.0, 0.4431566388273394)	(6.0, 0.2761206749616499)	(7.0, 0.2386228055224135)	(8.0, 0.21135162774842337)	(9.0, 0.18408044997443326)	('>10', 2.894153741264701)	('>50', 1.6320095449122207)	('>100', 11.584284983807738)	('>500', 6.845917845576956)	('>1k', 17.110107380262484)	('>5k', 33.032214078745525)	('>10k+', 21.017555820692007)
sample6079_S84_L001_R2_001	(1.0, 5.08181353332197)	(2.0, 0.6391682290778933)	(3.0, 0.40139764786091703)	(4.0, 0.28975626384864495)	(5.0, 0.2556672916311573)	(6.0, 0.24544059996591105)	(7.0, 0.20282938469405148)	(8.0, 0.27271177773990113)	(9.0, 0.15340037497869438)	('>10', 3.4293506050792564)	('>50', 0.9348900630645985)	('>100', 3.5452531106187153)	('>500', 3.9628430202829383)	('>1k', 4.988921084029316)	('>5k', 10.797681949889212)	('>10k+', 64.79887506391682)
sample6080_S85_L001_R1_001	(1.0, 2.4689698436169736)	(2.0, 0.9732490926199757)	(3.0, 0.6102970829412555)	(4.0, 0.4588430344580364)	(5.0, 0.31814311959492764)	(6.0, 0.2688533405027557)	(7.0, 0.2509297844692387)	(8.0, 0.20074382757539094)	(9.0, 0.19357440516198413)	('>10', 3.6967334319128917)	('>50', 1.7242460904243404)	('>100', 9.713671192364565)	('>500', 8.7511762333647)	('>1k', 16.918044540036746)	('>5k', 23.09808666039342)	('>10k+', 30.3544383205628)
sample6080_S85_L001_R2_001	(1.0, 6.033965138683515)	(2.0, 0.6542097952233723)	(3.0, 0.36295200967872027)	(4.0, 0.3692252542904512)	(5.0, 0.3719137876954788)	(6.0, 0.2688533405027557)	(7.0, 0.2948424967513555)	(8.0, 0.2509297844692387)	(9.0, 0.11291840301115741)	('>10', 3.978133261639109)	('>50', 0.9938611820585204)	('>100', 3.081059282161581)	('>500', 1.5450105300891697)	('>1k', 1.2179056324774835)	('>5k', 12.455079087690999)	('>10k+', 68.00914101357709)
sample6285_S140_L001_R1_001	(1.0, 3.2594189508264035)	(2.0, 1.2216404886561953)	(3.0, 0.9085309516476748)	(4.0, 0.769941484447182)	(5.0, 0.5261266810389077)	(6.0, 0.4465660609793655)	(7.0, 0.4132019299866544)	(8.0, 0.4311672312904219)	(9.0, 0.3695719125346474)	('>10', 2.394518016630736)	('>50', 1.6759059644800327)	('>100', 4.144851657940663)	('>500', 10.861307873934914)	('>1k', 16.528077199466175)	('>5k', 56.04917359614002)	('>10k+', 0.0)
sample6285_S140_L001_R2_001	(1.0, 12.077815419361462)	(2.0, 2.089107894466687)	(3.0, 1.0009239297813366)	(4.0, 0.5440919823426753)	(5.0, 0.3464736680012319)	(6.0, 0.0769941484447182)	(7.0, 0.14372241043014064)	(8.0, 0.061595318755774564)	(9.0, 0.06929473360024638)	('>10', 2.3149573965711943)	('>50', 2.5998357458166512)	('>100', 20.092906272456627)	('>500', 44.1792423775793)	('>1k', 14.403038702391951)	('>5k', 0.0)	('>10k+', 0.0)
sample6286_S141_L001_R1_001	(1.0, 7.42690608254207)	(2.0, 2.1622637961831344)	(3.0, 1.3819686001692206)	(4.0, 0.714487167434427)	(5.0, 0.658080285794867)	(6.0, 0.7332894613142803)	(7.0, 0.39484817147692014)	(8.0, 0.30083670207765345)	(9.0, 0.33844128983736016)	('>10', 5.471467519037323)	('>50', 4.916799849581649)	('>100', 20.400488859640873)	('>500', 11.817241703487825)	('>1k', 43.28288051142239)	('>5k', 0.0)	('>10k+', 0.0)
sample6286_S141_L001_R2_001	(1.0, 16.06656012033468)	(2.0, 2.6511234370593213)	(3.0, 1.2409513960703205)	(4.0, 0.9025101062329604)	(5.0, 1.0341261633919339)	(6.0, 0.9025101062329604)	(7.0, 0.46065620005640684)	(8.0, 0.8273009307135472)	(9.0, 0.25383096737802013)	('>10', 11.958258907586726)	('>50', 14.449562846667293)	('>100', 42.43677728682899)	('>500', 6.815831531446836)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6287_S142_L001_R1_001	(1.0, 7.441323585994613)	(2.0, 1.6621777606771835)	(3.0, 0.7387456714120816)	(4.0, 0.6156213928434013)	(5.0, 0.5771450557906888)	(6.0, 0.3693728357060408)	(7.0, 0.4848018468641785)	(8.0, 0.2462485571373605)	(9.0, 0.8310888803385917)	('>10', 14.721046556367835)	('>50', 5.063485956136976)	('>100', 18.784147749134284)	('>500', 4.547903039630627)	('>1k', 43.91689111196614)	('>5k', 0.0)	('>10k+', 0.0)
sample6287_S142_L001_R2_001	(1.0, 14.705656021546748)	(2.0, 2.5702193151212005)	(3.0, 2.3778376298576376)	(4.0, 1.816083108888034)	(5.0, 1.9238168526356292)	(6.0, 0.923432089265102)	(7.0, 1.13120430934975)	(8.0, 0.6771835321277415)	(9.0, 0.4848018468641785)	('>10', 14.482493266641017)	('>50', 7.926125432858792)	('>100', 24.455559830704118)	('>500', 0.0)	('>1k', 26.52558676414005)	('>5k', 0.0)	('>10k+', 0.0)
sample6288_S143_L001_R1_001	(1.0, 5.262058012204297)	(2.0, 1.5547939480063528)	(3.0, 1.3541753740700493)	(4.0, 1.0198110841762098)	(5.0, 0.5642397391958539)	(6.0, 0.5767784000668729)	(7.0, 0.5266237565827969)	(8.0, 0.6018557218089108)	(9.0, 0.6018557218089108)	('>10', 5.613140516592828)	('>50', 3.606954777229792)	('>100', 7.7614310791607455)	('>500', 11.961882470952103)	('>1k', 9.19083841845691)	('>5k', 49.80356097968737)	('>10k+', 0.0)
sample6288_S143_L001_R2_001	(1.0, 14.749644737941988)	(2.0, 2.666555211903369)	(3.0, 1.3165593914569924)	(4.0, 0.9027835827133661)	(5.0, 0.5433419710774889)	(6.0, 0.47646911309872103)	(7.0, 0.497366881217086)	(8.0, 0.3343642898938393)	(9.0, 0.48900777396974004)	('>10', 3.9998328178550526)	('>50', 9.86374655186826)	('>100', 19.422385689208394)	('>500', 40.073560143776646)	('>1k', 4.664381844019059)	('>5k', 0.0)	('>10k+', 0.0)
sample6289_S144_L001_R1_001	(1.0, 4.50237930613739)	(2.0, 1.2364257534469436)	(3.0, 0.5368690771545939)	(4.0, 0.5206003172408183)	(5.0, 0.3253751982755114)	(6.0, 0.2928376784479603)	(7.0, 0.25623296864196526)	(8.0, 0.19522511896530687)	(9.0, 0.2928376784479603)	('>10', 3.469313051612641)	('>50', 0.21962825883597026)	('>100', 6.735266604303088)	('>500', 6.222800667019157)	('>1k', 14.641883922398016)	('>5k', 0.0)	('>10k+', 60.552324399072674)
sample6289_S144_L001_R2_001	(1.0, 9.635173058933583)	(2.0, 1.2608288933176068)	(3.0, 0.8053036157318909)	(4.0, 0.4392565176719405)	(5.0, 0.3660470980599504)	(6.0, 0.31724081831862366)	(7.0, 0.25623296864196526)	(8.0, 0.032537519827551147)	(9.0, 0.2928376784479603)	('>10', 3.806889819823484)	('>50', 1.6390775613128887)	('>100', 19.811282385000204)	('>500', 2.1230731687477125)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 59.21421889616464)
sample6290_S145_L001_R1_001	(1.0, 2.2014358154965987)	(2.0, 0.80112734817971)	(3.0, 0.5126327352618089)	(4.0, 0.43052273004671393)	(5.0, 0.3772621861234091)	(6.0, 0.3528511034918944)	(7.0, 0.2640835302863864)	(8.0, 0.27517947693707484)	(9.0, 0.23967244765487167)	('>10', 3.6594432053970687)	('>50', 0.6724143670317233)	('>100', 6.052838897950578)	('>500', 0.6502224737303464)	('>1k', 11.65851114587841)	('>5k', 11.091508272028229)	('>10k+', 60.76029426450518)
sample6290_S145_L001_R2_001	(1.0, 7.800450495434018)	(2.0, 1.646638482962174)	(3.0, 1.0585533104756832)	(4.0, 0.7545243722468182)	(5.0, 0.4660297593289171)	(6.0, 0.38613894344395994)	(7.0, 0.30291934356379613)	(8.0, 0.16865838909046527)	(9.0, 0.19972703971239308)	('>10', 3.231139664680492)	('>50', 0.06324689590892447)	('>100', 0.0)	('>500', 5.620096978573727)	('>1k', 67.28360130044496)	('>5k', 11.018275024133683)	('>10k+', 0.0)
sample6291_S146_L001_R1_001	(1.0, 5.183324477078402)	(2.0, 1.5506497270663253)	(3.0, 0.7753248635331627)	(4.0, 0.66663446210328)	(5.0, 0.567605429689387)	(6.0, 0.42026955219554607)	(7.0, 0.30433312400367135)	(8.0, 0.3091638085116661)	(9.0, 0.4130235254335539)	('>10', 5.637408820829911)	('>50', 4.451475774117193)	('>100', 14.523452973286316)	('>500', 8.262885850925077)	('>1k', 38.464325394908464)	('>5k', 18.470122216318053)	('>10k+', 0.0)
sample6291_S146_L001_R2_001	(1.0, 11.137143133181972)	(2.0, 2.1206704990097096)	(3.0, 1.33326892420656)	(4.0, 0.9661369015989565)	(5.0, 0.8332930776291001)	(6.0, 0.6811265156272643)	(7.0, 0.5748514564513791)	(8.0, 0.48306845079947824)	(9.0, 0.45649968600550694)	('>10', 8.132457369209217)	('>50', 4.808946427708807)	('>100', 16.61755470750205)	('>500', 27.090478720834742)	('>1k', 6.482778609728998)	('>5k', 18.281725520506257)	('>10k+', 0.0)
