Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
sample5428_S71_L001_R1_001	(1.0, 2.2522317982436224)	(2.0, 0.8046279730821974)	(3.0, 0.5122011025037916)	(4.0, 0.4359158319181205)	(5.0, 0.40413030250742416)	(6.0, 0.2833452907467783)	(7.0, 0.2669984470498488)	(8.0, 0.1743663327672482)	(9.0, 0.2778963428478018)	('>10', 3.49277560324394)	('>50', 2.108742836903908)	('>100', 11.526341122301636)	('>500', 14.967351720505299)	('>1k', 16.121620517105157)	('>5k', 13.071117851661477)	('>10k+', 33.30033692661175)
sample5428_S71_L001_R2_001	(1.0, 1.0589122083677678)	(2.0, 0.4904053109078855)	(3.0, 0.31876345209012563)	(4.0, 0.2797126588141273)	(5.0, 0.2724473949488253)	(6.0, 0.24520265545394276)	(7.0, 0.24792712940343103)	(8.0, 0.2833452907467783)	(9.0, 0.18798870251468947)	('>10', 3.2993379528302746)	('>50', 1.1569932705493449)	('>100', 2.296731539418597)	('>500', 4.536249125897942)	('>1k', 1.134289320970276)	('>5k', 6.948316729178209)	('>10k+', 77.24337725790778)
sample5429_S72_L001_R1_001	(1.0, 1.839058999253174)	(2.0, 0.7123570977193083)	(3.0, 0.45024989946573213)	(4.0, 0.35330614120756015)	(5.0, 0.25133566955822373)	(6.0, 0.2757511346010226)	(7.0, 0.19101510886425002)	(8.0, 0.2470270580800827)	(9.0, 0.20035043373355546)	('>10', 3.8088125466766245)	('>50', 1.7090825529959213)	('>100', 10.116619750675016)	('>500', 5.22490951915896)	('>1k', 24.321393692192796)	('>5k', 0.0)	('>10k+', 50.29873039581777)
sample5429_S72_L001_R2_001	(1.0, 0.9198885505830987)	(2.0, 0.3489975297294192)	(3.0, 0.2649796059056701)	(4.0, 0.2470270580800827)	(5.0, 0.21184006434193142)	(6.0, 0.13356695582237033)	(7.0, 0.1357212615614408)	(8.0, 0.18957890503820302)	(9.0, 0.1357212615614408)	('>10', 3.1725742517378066)	('>50', 1.509450221175389)	('>100', 2.480324007583156)	('>500', 1.8527029356006204)	('>1k', 1.8548572413396909)	('>5k', 3.9818751077152865)	('>10k+', 82.56089504222439)
sample5430_S73_L001_R1_001	(1.0, 1.9835659693566328)	(2.0, 0.8181133158706807)	(3.0, 0.6049732677885823)	(4.0, 0.4191036635688399)	(5.0, 0.3767627112562345)	(6.0, 0.28418673077613116)	(7.0, 0.2712691521044888)	(8.0, 0.2411281352039901)	(9.0, 0.1937636800746349)	('>10', 3.8149915676917)	('>50', 2.4356812228641145)	('>100', 10.737378449172915)	('>500', 7.294843733180236)	('>1k', 26.68197638953676)	('>5k', 10.674943485593312)	('>10k+', 33.167318525960745)
sample5430_S73_L001_R2_001	(1.0, 1.0908177544942408)	(2.0, 0.46933869173633785)	(3.0, 0.3789156410348416)	(4.0, 0.2497398543184183)	(5.0, 0.23682227564677602)	(6.0, 0.1894578205174208)	(7.0, 0.19089310703649215)	(8.0, 0.14926979798342244)	(9.0, 0.16146973339552909)	('>10', 3.026301625461983)	('>50', 1.4941332663532958)	('>100', 2.2455057590871577)	('>500', 4.7622806702788045)	('>1k', 7.645771287093186)	('>5k', 11.476551006494672)	('>10k+', 66.23273170906742)
sample5431_S74_L001_R1_001	(1.0, 2.377118972056661)	(2.0, 0.8994504218592771)	(3.0, 0.5666073225481848)	(4.0, 0.39631550429599816)	(5.0, 0.30962148773124853)	(6.0, 0.27401501664215494)	(7.0, 0.2275717934824677)	(8.0, 0.2662744794488738)	(9.0, 0.2716928554841706)	('>10', 3.855561575973373)	('>50', 3.4337022989395463)	('>100', 14.159764687669323)	('>500', 4.19459710503909)	('>1k', 29.342828392290425)	('>5k', 12.038083442990944)	('>10k+', 27.386794643548264)
sample5431_S74_L001_R2_001	(1.0, 1.3166653765771343)	(2.0, 0.5201640993884976)	(3.0, 0.4040560414892793)	(4.0, 0.32510256211781097)	(5.0, 0.3173620249245298)	(6.0, 0.20899450421859278)	(7.0, 0.21131666537657712)	(8.0, 0.17338803312949919)	(9.0, 0.1671956033748742)	('>10', 2.9793327656939392)	('>50', 1.8801764842480067)	('>100', 3.186005108754548)	('>500', 3.1225327037696418)	('>1k', 12.874835513584642)	('>5k', 11.792708413963929)	('>10k+', 60.520164099388495)
sample5432_S75_L001_R1_001	(1.0, 43.52517985611511)	(2.0, 12.949640287769784)	(3.0, 4.316546762589928)	(4.0, 4.316546762589928)	(5.0, 3.597122302158273)	(6.0, 6.474820143884892)	(7.0, 2.5179856115107913)	(8.0, 0.0)	(9.0, 0.0)	('>10', 22.302158273381295)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample5432_S75_L001_R2_001	(1.0, 30.215827338129497)	(2.0, 7.913669064748201)	(3.0, 6.474820143884892)	(4.0, 0.0)	(5.0, 5.39568345323741)	(6.0, 4.316546762589928)	(7.0, 7.553956834532374)	(8.0, 2.877697841726619)	(9.0, 0.0)	('>10', 35.25179856115108)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample5926_S101_L001_R1_001	(1.0, 5.26188644131489)	(2.0, 1.7107170338027666)	(3.0, 1.1354079058031958)	(4.0, 0.815990551688349)	(5.0, 0.6263085374800924)	(6.0, 0.5475726070540237)	(7.0, 0.4258898054864628)	(8.0, 0.3865218402734284)	(9.0, 0.3301540719002201)	('>10', 8.77189843064975)	('>50', 6.638870497288979)	('>100', 24.50476889214967)	('>500', 16.246443462233596)	('>1k', 32.59756992287458)	('>5k', 0.0)	('>10k+', 0.0)
sample5926_S101_L001_R2_001	(1.0, 8.07490650108262)	(2.0, 2.4587083728504195)	(3.0, 1.7769267934792337)	(4.0, 1.4745092425245603)	(5.0, 1.3420897231716264)	(6.0, 1.2347225453178963)	(7.0, 0.9394628062201384)	(8.0, 0.8732530465436715)	(9.0, 0.8294114489200652)	('>10', 18.44747060823506)	('>50', 9.298892328615143)	('>100', 44.21380384016606)	('>500', 9.035842742873504)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample5927_S102_L001_R1_001	(1.0, 5.878808029591455)	(2.0, 2.1154565479406506)	(3.0, 1.1003283321557706)	(4.0, 0.926811021985786)	(5.0, 0.7636839699098125)	(6.0, 0.6109471759278501)	(7.0, 0.4000249366194256)	(8.0, 0.3574248784339803)	(9.0, 0.4395079173766676)	('>10', 10.712356094925397)	('>50', 6.246623166119447)	('>100', 29.76393333610407)	('>500', 12.04958231162462)	('>1k', 28.63451228128507)	('>5k', 0.0)	('>10k+', 0.0)
sample5927_S102_L001_R2_001	(1.0, 7.945430364490254)	(2.0, 2.5123644071318734)	(3.0, 1.9076513860604296)	(4.0, 1.5502265076264494)	(5.0, 1.4338556169735255)	(6.0, 1.1283820290096007)	(7.0, 0.9309671252233906)	(8.0, 1.172021113004447)	(9.0, 0.8603133701841154)	('>10', 19.44432899713229)	('>50', 11.226673870578944)	('>100', 46.08183367274843)	('>500', 3.80595153983625)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample5928_S103_L001_R1_001	(1.0, 5.827002847487019)	(2.0, 1.8424916004059395)	(3.0, 1.1350536490201295)	(4.0, 0.8709960292828077)	(5.0, 0.793158148837851)	(6.0, 0.5616150867547516)	(7.0, 0.6690116559762742)	(8.0, 0.5123506054604752)	(9.0, 0.4256451183825486)	('>10', 9.085355640290462)	('>50', 8.382844137034082)	('>100', 27.37528696560354)	('>500', 10.70812765412393)	('>1k', 31.81106086134019)	('>5k', 0.0)	('>10k+', 0.0)
sample5928_S103_L001_R2_001	(1.0, 7.366025243120215)	(2.0, 2.1223138541574293)	(3.0, 1.3656114214773432)	(4.0, 1.15475944153784)	(5.0, 0.9064664558146868)	(6.0, 0.8631137122757234)	(7.0, 0.813849230981447)	(8.0, 0.8197609687367602)	(9.0, 0.74487895716946)	('>10', 17.734227976313637)	('>50', 10.952479481343541)	('>100', 36.79268520981743)	('>500', 15.048328456149685)	('>1k', 3.315499591104805)	('>5k', 0.0)	('>10k+', 0.0)
sample5929_S104_L001_R1_001	(1.0, 5.7937592529324675)	(2.0, 2.0327980867782713)	(3.0, 1.1587518505864935)	(4.0, 0.789583570588012)	(5.0, 0.6738032874008275)	(6.0, 0.4896936567589113)	(7.0, 0.4450897771704058)	(8.0, 0.5542269293550468)	(9.0, 0.538093611206013)	('>10', 10.364233382682308)	('>50', 7.039820825266673)	('>100', 25.064533272596133)	('>500', 15.457616824203773)	('>1k', 29.59799567247466)	('>5k', 0.0)	('>10k+', 0.0)
sample5929_S104_L001_R2_001	(1.0, 6.669703526553544)	(2.0, 2.0024294879095015)	(3.0, 1.3893633982462135)	(4.0, 0.9717951638006301)	(5.0, 0.9632539953687886)	(6.0, 0.8199521694567817)	(7.0, 0.5513798732110997)	(8.0, 0.6453327259613559)	(9.0, 0.5807994533652203)	('>10', 15.46995406749421)	('>50', 11.335079527768288)	('>100', 31.116425615913144)	('>500', 21.921383289678474)	('>1k', 5.5631477052727485)	('>5k', 0.0)	('>10k+', 0.0)
sample5930_S105_L001_R1_001	(1.0, 5.55103427922409)	(2.0, 1.8798572667841205)	(3.0, 1.1965980128245257)	(4.0, 0.8907411216541313)	(5.0, 0.6349660606169009)	(6.0, 0.5634205889980951)	(7.0, 0.5509001314648041)	(8.0, 0.3863455467415509)	(9.0, 0.4829319334269387)	('>10', 10.153196741103768)	('>50', 7.0910505558188826)	('>100', 25.124086677338862)	('>500', 14.730318287916862)	('>1k', 30.764552796086463)	('>5k', 0.0)	('>10k+', 0.0)
sample5930_S105_L001_R2_001	(1.0, 5.688759312090291)	(2.0, 1.6097731114231288)	(3.0, 1.011474105010866)	(4.0, 0.7083001690261768)	(5.0, 0.550005813069569)	(6.0, 0.5204933060268117)	(7.0, 0.4507364711984761)	(8.0, 0.4507364711984761)	(9.0, 0.3702478156273197)	('>10', 11.542073208903835)	('>50', 9.977910335637693)	('>100', 25.356609460099982)	('>500', 15.917973116789039)	('>1k', 25.844907303898335)	('>5k', 0.0)	('>10k+', 0.0)
sample6076_S81_L001_R1_001	(1.0, 1.9420546558704455)	(2.0, 0.869360902255639)	(3.0, 0.569331983805668)	(4.0, 0.3831694621168305)	(5.0, 0.27111046847888953)	(6.0, 0.2765326778484673)	(7.0, 0.2403846153846154)	(8.0, 0.19519953730480047)	(9.0, 0.13826633892423365)	('>10', 2.3089574898785425)	('>50', 1.6103961827646038)	('>100', 8.680957200694042)	('>500', 6.860902255639098)	('>1k', 35.08711683053789)	('>5k', 10.48564921920185)	('>10k+', 30.080610179294393)
sample6076_S81_L001_R2_001	(1.0, 1.1088418160786582)	(2.0, 0.47534702139965296)	(3.0, 0.3199103528050896)	(4.0, 0.24219201850780797)	(5.0, 0.25303643724696356)	(6.0, 0.18977732793522267)	(7.0, 0.27201417004048584)	(8.0, 0.21688837478311163)	(9.0, 0.2683993637941006)	('>10', 3.0409557547715442)	('>50', 0.6000578368999422)	('>100', 3.592213707345286)	('>500', 2.1544245228455754)	('>1k', 4.486878253325622)	('>5k', 13.955863215731638)	('>10k+', 68.8231998264893)
sample6077_S82_L001_R1_001	(1.0, 2.231039043183256)	(2.0, 0.8893488969390297)	(3.0, 0.557759760795814)	(4.0, 0.3795066413662239)	(5.0, 0.30667203342725163)	(6.0, 0.28175493071128743)	(7.0, 0.22808732486151842)	(8.0, 0.19167002089203228)	(9.0, 0.20700362256339486)	('>10', 3.1913058478523375)	('>50', 1.6857378337454239)	('>100', 8.983573879209553)	('>500', 10.590727004389242)	('>1k', 31.630345197707626)	('>5k', 15.719816763460026)	('>10k+', 22.92565119889598)
sample6077_S82_L001_R2_001	(1.0, 0.986142257489506)	(2.0, 0.34117263718781743)	(3.0, 0.2846299810246679)	(4.0, 0.24533762674180132)	(5.0, 0.23479577559273954)	(6.0, 0.16675291817606808)	(7.0, 0.23479577559273954)	(8.0, 0.23767082590612004)	(9.0, 0.13800241504226324)	('>10', 2.422709064075288)	('>50', 1.4461503076303834)	('>100', 2.8846338144250856)	('>500', 1.342648496348686)	('>1k', 2.4830851206562783)	('>5k', 17.20142602495544)	('>10k+', 69.35004695915512)
sample6078_S83_L001_R1_001	(1.0, 2.1041714450970814)	(2.0, 0.8336906768251943)	(3.0, 0.547483470785923)	(4.0, 0.394906110075092)	(5.0, 0.3440469898381483)	(6.0, 0.26327074005006135)	(7.0, 0.23036189754380368)	(8.0, 0.2233812339818702)	(9.0, 0.242328749364261)	('>10', 3.444458848988302)	('>50', 1.750152078741885)	('>100', 10.18777984981601)	('>500', 9.050928926872563)	('>1k', 27.190681811382472)	('>5k', 17.16146274818752)	('>10k+', 26.030894422449812)
sample6078_S83_L001_R2_001	(1.0, 0.879563608803614)	(2.0, 0.376955832344406)	(3.0, 0.305154721421662)	(4.0, 0.2193922833750511)	(5.0, 0.1745165890483361)	(6.0, 0.20343648094777464)	(7.0, 0.251303888229604)	(8.0, 0.17551382670004087)	(9.0, 0.170527638441517)	('>10', 2.666613480658576)	('>50', 1.664389640695274)	('>100', 2.4532046231937534)	('>500', 2.3953648393948765)	('>1k', 6.453124844181617)	('>5k', 13.270241431235478)	('>10k+', 68.34069627132841)
sample6079_S84_L001_R1_001	(1.0, 2.117051754288053)	(2.0, 0.8055214495665439)	(3.0, 0.5887933921196562)	(4.0, 0.47252297503441604)	(5.0, 0.3674145179893589)	(6.0, 0.26788704096439336)	(7.0, 0.1432451538490159)	(8.0, 0.24556312088402726)	(9.0, 0.17580087063288313)	('>10', 2.4193548387096775)	('>50', 1.8268407932432937)	('>100', 11.83632845927745)	('>500', 6.478587639989581)	('>1k', 21.893254455482385)	('>5k', 28.968076794285075)	('>10k+', 21.393756743684193)
sample6079_S84_L001_R2_001	(1.0, 1.0371321204003423)	(2.0, 0.39997023477322624)	(3.0, 0.2874204710347137)	(4.0, 0.27532834765784875)	(5.0, 0.153476950552517)	(6.0, 0.2232392008036611)	(7.0, 0.2083565874167504)	(8.0, 0.24556312088402726)	(9.0, 0.16742940060274586)	('>10', 2.863972913643636)	('>50', 0.8455184730438665)	('>100', 4.3633962123748935)	('>500', 3.2425493916731782)	('>1k', 5.306581835770361)	('>5k', 11.472634594634817)	('>10k+', 68.90743014473341)
sample6080_S85_L001_R1_001	(1.0, 2.112850613232334)	(2.0, 0.9062156079278993)	(3.0, 0.5235031082997056)	(4.0, 0.4005591965020474)	(5.0, 0.31727461109073063)	(6.0, 0.2558026551919016)	(7.0, 0.20127108141068223)	(8.0, 0.1665691708226336)	(9.0, 0.1249268781169752)	('>10', 3.3730257091583296)	('>50', 1.4971395710843851)	('>100', 11.464519775131619)	('>500', 7.967558671015973)	('>1k', 20.680355744157687)	('>5k', 18.909566821007544)	('>10k+', 31.098860785849553)
sample6080_S85_L001_R2_001	(1.0, 1.0440317671204355)	(2.0, 0.4124569944179498)	(3.0, 0.34206169008219395)	(4.0, 0.3648658027543402)	(5.0, 0.237955958318048)	(6.0, 0.2855471499816576)	(7.0, 0.2290326098811212)	(8.0, 0.24588782359531622)	(9.0, 0.1160035296800484)	('>10', 3.3631108775617444)	('>50', 0.7436123697438999)	('>100', 3.0696318623028187)	('>500', 1.6666831913859943)	('>1k', 1.3077662875896052)	('>5k', 13.380065239591907)	('>10k+', 73.19128684599292)
sample6285_S140_L001_R1_001	(1.0, 2.3202059804552637)	(2.0, 1.0884194511089005)	(3.0, 0.851424893206156)	(4.0, 0.5968751828661712)	(5.0, 0.3803616361402072)	(6.0, 0.38621335361928727)	(7.0, 0.4096202235356077)	(8.0, 0.37450991866112704)	(9.0, 0.18432910059102348)	('>10', 2.601088419451109)	('>50', 1.5711861431330094)	('>100', 3.4261805840014046)	('>500', 16.817836034876237)	('>1k', 24.89905787348587)	('>5k', 44.09269120486863)	('>10k+', 0.0)
sample6285_S140_L001_R2_001	(1.0, 5.4040610919304815)	(2.0, 1.6150740242261103)	(3.0, 0.7724267072385745)	(4.0, 0.45643396336824854)	(5.0, 0.14629293697700274)	(6.0, 0.12288606706068231)	(7.0, 0.061443033530341154)	(8.0, 0.1170343495816022)	(9.0, 0.052665457311720995)	('>10', 2.5776815495347885)	('>50', 2.6800866054186905)	('>100', 22.944584235473112)	('>500', 50.087775762186205)	('>1k', 12.961554216162444)	('>5k', 0.0)	('>10k+', 0.0)
sample6286_S141_L001_R1_001	(1.0, 6.213772316253189)	(2.0, 2.2722003246000466)	(3.0, 1.217250173892882)	(4.0, 0.8346858335265477)	(5.0, 0.6955715279387897)	(6.0, 0.9738001391143055)	(7.0, 0.48690006955715276)	(8.0, 0.5564572223510317)	(9.0, 0.41734291676327384)	('>10', 5.193600741942963)	('>50', 5.808022258288894)	('>100', 27.312775330396477)	('>500', 0.0)	('>1k', 48.01762114537445)	('>5k', 0.0)	('>10k+', 0.0)
sample6286_S141_L001_R2_001	(1.0, 10.039415719916532)	(2.0, 2.4808717829816835)	(3.0, 1.5302573614653374)	(4.0, 1.1592858798979828)	(5.0, 0.9274287039183864)	(6.0, 0.6955715279387897)	(7.0, 0.48690006955715276)	(8.0, 0.9274287039183864)	(9.0, 0.5216786459540923)	('>10', 14.757709251101323)	('>50', 16.032923718989103)	('>100', 50.440528634361236)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6287_S142_L001_R1_001	(1.0, 7.864349094445119)	(2.0, 2.236538227786556)	(3.0, 0.8751671326121307)	(4.0, 0.8265467363559013)	(5.0, 0.6077549532028685)	(6.0, 0.3646529719217212)	(7.0, 0.850856934484016)	(8.0, 0.8751671326121307)	(9.0, 0.7657712410356144)	('>10', 20.16530934727118)	('>50', 7.244439042178194)	('>100', 27.057250516591708)	('>500', 17.67351403913942)	('>1k', 12.592682630363438)	('>5k', 0.0)	('>10k+', 0.0)
sample6287_S142_L001_R2_001	(1.0, 12.288805153762002)	(2.0, 3.646529719217212)	(3.0, 3.500668530448523)	(4.0, 3.1117053603986875)	(5.0, 2.431019812811474)	(6.0, 1.3856812933025404)	(7.0, 1.2762854017260241)	(8.0, 1.1668895101495076)	(9.0, 0.8751671326121307)	('>10', 20.967545885498968)	('>50', 14.391637291843928)	('>100', 34.958064908229005)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6288_S143_L001_R1_001	(1.0, 4.225422293088844)	(2.0, 1.6542926902187454)	(3.0, 1.3304100852060392)	(4.0, 0.8769744381882506)	(5.0, 0.6726792565648513)	(6.0, 0.5082465494045543)	(7.0, 0.4534356470177886)	(8.0, 0.6776620658727391)	(9.0, 0.35876227016792067)	('>10', 6.039164881159998)	('>50', 4.584184563256764)	('>100', 9.492251731526235)	('>500', 15.51646818476257)	('>1k', 24.246350092181974)	('>5k', 29.363695251382733)	('>10k+', 0.0)
sample6288_S143_L001_R2_001	(1.0, 8.993970800737456)	(2.0, 2.5213015097912206)	(3.0, 1.2706163735113856)	(4.0, 0.8171807264935971)	(5.0, 0.6228511634859735)	(6.0, 0.5680402610992077)	(7.0, 0.4185559818625741)	(8.0, 0.47834969355722756)	(9.0, 0.4484528377099008)	('>10', 4.992774926503563)	('>50', 11.355822412676266)	('>100', 21.34635507499128)	('>500', 46.16572823758035)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6289_S144_L001_R1_001	(1.0, 6.898800208659364)	(2.0, 2.1648408972352633)	(3.0, 1.0172143974960877)	(4.0, 1.1997913406364111)	(5.0, 0.9780907668231612)	(6.0, 0.5477308294209703)	(7.0, 0.3651538862806468)	(8.0, 0.5216484089723527)	(9.0, 0.7042253521126761)	('>10', 8.04642670839854)	('>50', 1.1737089201877933)	('>100', 18.022952529994786)	('>500', 17.540427751695358)	('>1k', 40.81898800208659)	('>5k', 0.0)	('>10k+', 0.0)
sample6289_S144_L001_R2_001	(1.0, 11.163275952008346)	(2.0, 2.608242044861763)	(3.0, 1.6040688575899842)	(4.0, 0.7824726134585289)	(5.0, 0.7824726134585289)	(6.0, 0.7824726134585289)	(7.0, 0.7303077725612936)	(8.0, 0.3129890453834116)	(9.0, 0.2347417840375587)	('>10', 10.133020344287951)	('>50', 3.286384976525822)	('>100', 61.019822639540955)	('>500', 6.559728742827334)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6290_S145_L001_R1_001	(1.0, 1.562739817773375)	(2.0, 0.7674168747994251)	(3.0, 0.4981233169152632)	(4.0, 0.4464970907923928)	(5.0, 0.4325440567051305)	(6.0, 0.3599882794513667)	(7.0, 0.2344109726660062)	(8.0, 0.31254796355467496)	(9.0, 0.18836596017804072)	('>10', 3.6473231104103587)	('>50', 0.791137032747771)	('>100', 6.7030375755207965)	('>500', 0.7590450543470678)	('>1k', 13.371192565823439)	('>5k', 0.0)	('>10k+', 69.9256303283149)
sample6290_S145_L001_R2_001	(1.0, 3.2705911900542777)	(2.0, 1.5348337495988502)	(3.0, 0.8999706986284167)	(4.0, 0.6585832089187794)	(5.0, 0.4883561930541796)	(6.0, 0.2344109726660062)	(7.0, 0.29301371583250774)	(8.0, 0.21208611812638659)	(9.0, 0.20092369085657674)	('>10', 3.500816252494105)	('>50', 0.0)	('>100', 0.0)	('>500', 9.573176687270648)	('>1k', 79.13323752249927)	('>5k', 0.0)	('>10k+', 0.0)
sample6291_S146_L001_R1_001	(1.0, 4.610912492899863)	(2.0, 1.5837482040829964)	(3.0, 0.7618029336095425)	(4.0, 0.6816131511243275)	(5.0, 0.6348357780079522)	(6.0, 0.4209963580473788)	(7.0, 0.37421898493100336)	(8.0, 0.5880584048915768)	(9.0, 0.4510675264793344)	('>10', 7.4776972167463)	('>50', 5.00517892345217)	('>100', 19.70663904574159)	('>500', 15.363025827792443)	('>1k', 42.340205152193526)	('>5k', 0.0)	('>10k+', 0.0)
sample6291_S146_L001_R2_001	(1.0, 7.183668014300511)	(2.0, 2.365598583313843)	(3.0, 1.5637007584616927)	(4.0, 1.296401483510976)	(5.0, 0.9355474623275085)	(6.0, 0.7217080423669351)	(7.0, 0.7952153429783821)	(8.0, 0.7484379698620067)	(9.0, 0.5412810317752013)	('>10', 10.484814059941861)	('>50', 6.264826756657422)	('>100', 25.386748638444317)	('>500', 32.97804804704467)	('>1k', 8.734003809014668)	('>5k', 0.0)	('>10k+', 0.0)
